business_name,category,city,address,phone,source,created_at
New Mishra Pest Solutions,Pest Control,Chandigarh,"Plot 864, Station Road Marg, Chandigarh - 241902",+91-9079350376,Justdial,2026-04-17T00:01:12.933492
New Joshi Academy,Tutor,Bangalore,"Plot 944, JP Nagar Nagar, Bangalore - 546601",+91-8793808259,Sulekha,2026-02-20T12:01:12.933503
Kulkarni Law Firm,Lawyer,Kolkata,"Plot 218, Park Street Colony, Kolkata - 192774",+91-9731186581,IndiaMART,2026-02-13T23:01:12.933516
Suresh's Health Club,Gym,Surat,"Plot 994, Main Area Lane, Surat - 287661",+91-9726253192,TradeIndia,2026-03-22T22:01:12.933528
Anita's Accounting Firm,CA/Accountant,Vadodara,"Plot 211, Station Road Street, Vadodara - 146802",+91-8749876129,Google Maps,2026-03-30T16:01:12.933539
Sri Reddy Classes,Tutor,Kolkata,"Plot 840, Howrah Colony, Kolkata - 763827",+91-9790592141,TradeIndia,2026-02-20T23:01:12.933551
New Kumar Law Firm,Lawyer,Pune,"Plot 196, Viman Nagar Lane, Pune - 123989",+91-8877751764,Sulekha,2026-02-17T22:01:12.933562
New Das Power Solutions,Electrician,Coimbatore,"Plot 943, Main Area Lane, Coimbatore - 750829",+91-9184649566,Sulekha,2026-03-19T05:01:12.933573
New Reddy Dental Care,Dentist,Ahmedabad,"Plot 867, Satellite Road, Ahmedabad - 394957",+91-9533441843,TradeIndia,2026-03-12T15:01:12.933585
New Bhat IT Services,Web Developer,Delhi,"Plot 436, Connaught Place Road, Delhi - 523865",+91-9002206333,TradeIndia,2026-04-11T04:01:12.933596
Neha Desai Law Firm,Lawyer,Vadodara,"Plot 271, Central Lane, Vadodara - 137125",+91-9179824928,TradeIndia,2026-03-01T10:01:12.933612
Royal Homes,Real Estate Agent,Noida,"Plot 324, Main Area Enclave, Noida - 710963",+91-8859000623,Sulekha,2026-04-07T18:01:12.933623
Royal Dining,Restaurant,Hyderabad,"Plot 117, Gachibowli Road, Hyderabad - 712448",+91-8728851574,Sulekha,2026-04-27T03:01:12.933635
